"nume","stele","tip_camera","suprafata_camera","numar_persoane","pret","moneda","mic_dejun_inclus","rambursabil","distanta","oras","data_checkin","data_checkout","zile_sejur","data_colectare"
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră twin standard
",NA,2,1054,"RON",FALSE,FALSE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră twin standard
",NA,2,1159,"RON",FALSE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră twin standard
",NA,2,1364,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră Premium
",NA,2,1241,"RON",FALSE,FALSE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră Premium
",NA,2,1364,"RON",FALSE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră Premium
",NA,2,1569,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Standard king - accesibilă persoanelor cu mobilitate redusă
",NA,2,1364,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră King Premium cu o canapea extensibilă de o persoană și vedere la oraș
",NA,2,1569,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Cameră twin premium cu o canapea extensibilă și vedere la oraș
",NA,2,1569,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Suită King
",NA,2,1774,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Holiday Inn Bucharest - Times, an IHG Hotel",4,"
Suită King cu 1 dormitor
",NA,2,1979,"RON",TRUE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Cameră dublă standard
","22 m²",2,640,"RON",FALSE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Cameră dublă standard
","22 m²",2,704,"RON",FALSE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Cameră dublă standard
","22 m²",2,733,"RON",TRUE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Cameră dublă standard
","22 m²",2,807,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Cameră twin standard
","22 m²",2,640,"RON",FALSE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Cameră twin standard
","22 m²",2,704,"RON",FALSE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Cameră twin standard
","22 m²",2,733,"RON",TRUE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Cameră twin standard
","22 m²",2,807,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Suită Junior
","35 m²",2,1485,"RON",TRUE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"RIN Central Hotel",4,"
Suită Junior
","35 m²",2,1634,"RON",TRUE,TRUE,"la 1,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Cameră dublă cu Spa
","50 m²",2,1319,"RON",TRUE,FALSE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Cameră dublă cu Spa
","50 m²",2,1484,"RON",TRUE,TRUE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Suită cu 1 dormitor şi spa
","70 m²",2,1319,"RON",TRUE,FALSE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Suită cu 1 dormitor şi spa
","70 m²",2,1484,"RON",TRUE,TRUE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament de afaceri fără spa
","93 m²",2,1326,"RON",TRUE,FALSE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament de afaceri fără spa
","93 m²",2,1491,"RON",TRUE,TRUE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament standard fără spa
","120 m²",2,1392,"RON",TRUE,FALSE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament standard fără spa
","120 m²",2,1566,"RON",TRUE,TRUE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament mare fără spa
","144 m²",2,1425,"RON",TRUE,FALSE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament mare fără spa
","144 m²",2,1603,"RON",TRUE,TRUE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament de afaceri cu spa
","93 m²",2,1524,"RON",TRUE,FALSE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament de afaceri cu spa
","93 m²",2,1715,"RON",TRUE,TRUE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament mare cu spa
","144 m²",2,1723,"RON",TRUE,FALSE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament mare cu spa
","144 m²",2,1939,"RON",TRUE,TRUE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament superior cu spa
","193 m²",2,1856,"RON",TRUE,FALSE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament superior cu spa
","193 m²",2,2088,"RON",TRUE,TRUE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament penthouse cu spa
","316 m²",2,3314,"RON",TRUE,FALSE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Orhideea Residence & Spa",4,"
Apartament penthouse cu spa
","316 m²",2,3728,"RON",TRUE,TRUE,"la 3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"City Hotel Bucharest",2,"
Cameră twin
","15 m²",2,299,"RON",FALSE,FALSE,"la 6,2 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"City Hotel Bucharest",2,"
Cameră twin
","15 m²",2,318,"RON",FALSE,TRUE,"la 6,2 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"City Hotel Bucharest",2,"
Cameră dublă standard
","15 m²",2,318,"RON",FALSE,FALSE,"la 6,2 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"City Hotel Bucharest",2,"
Cameră dublă standard
","15 m²",2,337,"RON",FALSE,TRUE,"la 6,2 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"West Plaza Residence",3,"
Cameră twin
","20 m²",2,603,"RON",FALSE,FALSE,"la 5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"West Plaza Residence",3,"
Cameră twin
","20 m²",2,764,"RON",TRUE,TRUE,"la 5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"West Plaza Residence",3,"
Suită
","38 m²",2,829,"RON",TRUE,TRUE,"la 5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Bucharest Comfort Suites Hotel
",4,"
Suită
","25 m²",2,692,"RON",FALSE,FALSE,"la 0,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Bucharest Comfort Suites Hotel
",4,"
Suită
","25 m²",2,875,"RON",FALSE,TRUE,"la 0,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Bucharest Comfort Suites Hotel
",4,"
Suită twin
","25 m²",2,759,"RON",FALSE,FALSE,"la 0,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Bucharest Comfort Suites Hotel
",4,"
Suită twin
","25 m²",2,958,"RON",FALSE,TRUE,"la 0,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Bucharest Comfort Suites Hotel
",4,"
Suită Deluxe cu o cadă spa
","35 m²",2,826,"RON",FALSE,FALSE,"la 0,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Bucharest Comfort Suites Hotel
",4,"
Suită Deluxe cu o cadă spa
","35 m²",2,1042,"RON",FALSE,TRUE,"la 0,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Cameră dublă Deluxe Business 
","32 m²",2,687,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Cameră dublă Deluxe Business 
","32 m²",2,727,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Cameră dublă Deluxe Business 
","32 m²",2,808,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Apartament Deluxe cu 1 dormitor
","58 m²",2,945,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Apartament Deluxe cu 1 dormitor
","58 m²",2,1003,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Apartament Deluxe cu 1 dormitor
","58 m²",2,1030,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Apartament Deluxe cu 1 dormitor şi terasă
","41 m²",2,1051,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Apartament Deluxe cu 1 dormitor şi terasă
","41 m²",2,1118,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Apartament Deluxe cu 1 dormitor şi terasă
","41 m²",2,1253,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Apartament Urban cu 1 dormitor, tip loft
","92 m²",2,1127,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Apartament Urban cu 1 dormitor, tip loft
","92 m²",2,1199,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Aparthotel Blend City Center
",3,"
Apartament Urban cu 1 dormitor, tip loft
","92 m²",2,1253,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Byblov Rooms Boutique",3,"
Studio Deluxe
","18 m²",2,437,"RON",FALSE,TRUE,"la 2,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel La Gil",3,"
Cameră dublă
","20 m²",2,406,"RON",FALSE,FALSE,"la 6,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel La Gil",3,"
Cameră dublă
","20 m²",2,451,"RON",FALSE,TRUE,"la 6,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel La Gil",3,"
Cameră dublă
","20 m²",2,545,"RON",TRUE,TRUE,"la 6,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel La Gil",3,"
Cameră twin
","20 m²",2,423,"RON",FALSE,FALSE,"la 6,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel La Gil",3,"
Cameră twin
","20 m²",2,470,"RON",FALSE,TRUE,"la 6,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel La Gil",3,"
Cameră twin
","20 m²",2,564,"RON",TRUE,TRUE,"la 6,9 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Cameră dublă
","18 m²",2,420,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Cameră twin
","17 m²",2,420,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Studio (1 - 2 adulți)
","35 m²",2,420,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Cameră triplă
","40 m²",2,430,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Apartament cu 2 dormitoare
","39 m²",2,430,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Apartament cu 2 dormitoare
","29 m²",2,450,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Suită cu 1 dormitor
","33 m²",2,480,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Suită superioară 
","45 m²",2,490,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Apartament
","65 m²",2,500,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Apartament standard 
","80 m²",2,600,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Nova Residence",3,"
Apartament superior
","65 m²",2,610,"RON",FALSE,FALSE,"la 7,7 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Baneasa Parc",3,"
Cameră dublă cu balcon
","32 m²",2,711,"RON",FALSE,TRUE,"la 8,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Baneasa Parc",3,"
Cameră twin
",NA,2,711,"RON",FALSE,TRUE,"la 8,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Hotel Baneasa Parc",3,"
Cameră dublă cu vedere la grădină.
","32 m²",2,729,"RON",FALSE,TRUE,"la 8,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră dublă superioară
","20 m²",2,807,"RON",FALSE,FALSE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră dublă superioară
","20 m²",2,895,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră dublă superioară
","20 m²",2,1019,"RON",TRUE,FALSE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră dublă superioară
","20 m²",2,1108,"RON",TRUE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră twin superioară
","25 m²",2,856,"RON",FALSE,FALSE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră twin superioară
","25 m²",2,945,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră twin superioară
","25 m²",2,1019,"RON",TRUE,FALSE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră twin superioară
","25 m²",2,1108,"RON",TRUE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră Dublă Deluxe
","23 m²",2,954,"RON",FALSE,FALSE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră Dublă Deluxe
","23 m²",2,1043,"RON",FALSE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră Dublă Deluxe
","23 m²",2,1118,"RON",TRUE,FALSE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Venis Boutique Hotel
",4,"
Cameră Dublă Deluxe
","23 m²",2,1206,"RON",TRUE,TRUE,"la 2,1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Poet Palace Bucharest
",4,"
Cameră deluxe
","21 m²",2,460,"RON",FALSE,FALSE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Poet Palace Bucharest
",4,"
Cameră dublă Economy
","18 m²",2,470,"RON",FALSE,FALSE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Poet Palace Bucharest
",4,"
Cameră dublă Deluxe cu cadă
","26 m²",2,560,"RON",FALSE,FALSE,"la 1,5 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră dublă standard
","15 m²",2,576,"RON",FALSE,FALSE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră dublă standard
","15 m²",2,620,"RON",FALSE,TRUE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră dublă standard
","15 m²",2,665,"RON",TRUE,FALSE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră dublă standard
","15 m²",2,715,"RON",TRUE,TRUE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră twin standard
","15 m²",2,576,"RON",FALSE,FALSE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră twin standard
","15 m²",2,620,"RON",FALSE,TRUE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră twin standard
","15 m²",2,665,"RON",TRUE,FALSE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră twin standard
","15 m²",2,715,"RON",TRUE,TRUE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră dublă Executive
","17 m²",2,621,"RON",FALSE,FALSE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră dublă Executive
","17 m²",2,667,"RON",FALSE,TRUE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră dublă Executive
","17 m²",2,709,"RON",TRUE,FALSE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Cameră dublă Executive
","17 m²",2,763,"RON",TRUE,TRUE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Suită
","22 m²",2,665,"RON",FALSE,FALSE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Suită
","22 m²",2,715,"RON",FALSE,TRUE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Suită
","22 m²",2,754,"RON",TRUE,FALSE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Hotel Venezia by Zeus International
",4,"
Suită
","22 m²",2,810,"RON",TRUE,TRUE,"la 1 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"
Phoenicia Suites Baneasa
",4,"
Apartament cu 1 dormitor
","80 m²",2,946,"RON",FALSE,TRUE,"la 6,6 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"The Mansion Boutique Hotel",4,"
Superior Mansion Deluxe
","30 m²",2,1580,"RON",FALSE,FALSE,"la 350 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"The Mansion Boutique Hotel",4,"
Superior Mansion Deluxe
","30 m²",2,1756,"RON",FALSE,TRUE,"la 350 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"The Mansion Boutique Hotel",4,"
Superior Mansion Deluxe
","30 m²",2,1956,"RON",TRUE,TRUE,"la 350 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"The Mansion Boutique Hotel",4,"
Premium Mansion Deluxe
","35 m²",2,1731,"RON",FALSE,FALSE,"la 350 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"The Mansion Boutique Hotel",4,"
Premium Mansion Deluxe
","35 m²",2,1923,"RON",FALSE,TRUE,"la 350 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"The Mansion Boutique Hotel",4,"
Premium Mansion Deluxe
","35 m²",2,2123,"RON",TRUE,TRUE,"la 350 m de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Harmony Suites",3,"
Suită standard
","32 m²",2,2186,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Harmony Suites",3,"
Suită twin Deluxe
","32 m²",2,2491,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Visconti Militari",3,"
Cameră dublă buget
","16 m²",2,498,"RON",FALSE,FALSE,"la 8,3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Visconti Militari",3,"
Cameră twin tip buget
","16 m²",2,498,"RON",FALSE,FALSE,"la 8,3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Visconti Militari",3,"
Cameră dublă
","22 m²",2,598,"RON",TRUE,TRUE,"la 8,3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
"Visconti Militari",3,"
Cameră twin
","22 m²",2,598,"RON",TRUE,TRUE,"la 8,3 km de centru","Bucuresti","2022-11-18","2022-11-20","2",2022-09-18
